timestep_time,edge_id,lane_id,vehicle_id,vehicle_pos,vehicle_speed
3.40,:6018664060_0,:6018664060_0_1,0_0,8.1091579957,22.4438699976
3.40,:6018664060_0,:6018664060_0_2,,,
3.40,834845345#1,834845345#1_0,0_1,39.6173864988,23.3043449987
3.40,834845345#1,834845345#1_1,,,
3.40,gneE17,gneE17_0,0_2,1.5686043416,15.6688768324
3.50,:6018664060_0,:6018664060_0_0,,,
3.50,:6018664060_0,:6018664060_0_1,0_0,10.3535449954,22.4438699976
3.50,:6018664060_0,:6018664060_0_2,,,
3.50,834845345#1,834845345#1_0,0_1,41.9478209987,23.3043449986
3.50,834845345#1,834845345#1_1,,,
3.50,gneE17,gneE17_0,0_2,3.1337753665,15.6345436647
3.60,:6018664060_0,:6018664060_0_0,,,
3.60,:6018664060_0,:6018664060_0_1,0_0,12.5979319952,22.4438699975
3.60,:6018664060_0,:6018664060_0_2,,,
3.60,834845345#1,834845345#1_0,0_1,44.2782554986,23.3043449985
3.60,834845345#1,834845345#1_1,,,
3.60,gneE17,gneE17_0,0_2,4.6955130746,15.6002104971
3.70,:6018664060_0,:6018664060_0_0,,,
3.70,:6018664060_0,:6018664060_0_1,0_0,14.8423189949,22.4438699975
3.70,:6018664060_0,:6018664060_0_2,,,
3.70,834845345#1,834845345#1_0,0_1,46.6086899984,23.3043449985
3.70,834845345#1,834845345#1_1,,,
3.70,gneE17,gneE17_0,0_2,6.2537997109,15.5655222305
3.80,:6018664060_0,:6018664060_0_0,,,
3.80,:6018664060_0,:6018664060_0_1,0_0,17.0867059947,22.4438699974
3.80,:6018664060_0,:6018664060_0_2,,,
3.80,834845345#1,834845345#1_0,0_1,48.9391244983,23.3043449984
3.80,834845345#1,834845345#1_1,,,
3.80,gneE17,gneE17_0,0_2,7.8086175207,15.5308339639
3.90,:6018664060_0,:6018664060_0_0,,,
3.90,:6018664060_0,:6018664060_0_1,0_0,19.3310929944,22.4438699974
3.90,:6018664060_0,:6018664060_0_2,,,
3.90,834845345#1,834845345#1_0,0_1,51.2695589981,23.3043449983
3.90,834845345#1,834845345#1_1,,,
3.90,gneE17,gneE17_0,0_2,9.3599665037,15.4961456973
4.00,:6018664060_0,:6018664060_0_0,,,
4.00,:6018664060_0,:6018664060_0_1,0_0,21.5754799942,22.4438699973
4.00,:6018664060_0,:6018664060_0_2,,,
4.00,834845345#1,834845345#1_0,0_1,53.5999934979,23.3043449983
4.00,834845345#1,834845345#1_1,,,
4.00,gneE17,gneE17_0,0_2,10.9078228835,15.4609818992
4.10,115872656#5,115872656#5_0,,,
4.10,115872656#5,115872656#5_1,0_0,1.5098669939,22.4438699973
4.10,115872656#5,115872656#5_2,,,
4.10,834845345#1,834845345#1_0,0_1,55.9304279978,23.3043449982
4.10,834845345#1,834845345#1_1,,,
4.10,gneE17,gneE17_0,0_2,12.4521628835,15.4258181011
4.20,115872656#5,115872656#5_0,,,
4.20,115872656#5,115872656#5_1,0_0,3.7542539936,22.4438699972
4.20,115872656#5,115872656#5_2,,,
4.20,834845345#1,834845345#1_0,0_1,58.2608624976,23.3043449981
4.20,834845345#1,834845345#1_1,,,
4.20,gneE17,gneE17_0,0_2,13.9929865037,15.3906543029
4.30,115872656#5,115872656#5_0,,,
4.30,115872656#5,115872656#5_1,0_0,5.9986409933,22.4438699972
4.30,115872656#5,115872656#5_2,,,
4.30,834845345#1,834845345#1_0,0_1,60.5912969974,23.3043449981
4.30,834845345#1,834845345#1_1,,,
4.30,gneE17,gneE17_0,0_2,15.5302634940,15.3548855026
4.40,115872656#5,115872656#5_0,,,
4.40,115872656#5,115872656#5_1,0_0,8.2430279930,22.4438699971
4.40,115872656#5,115872656#5_2,,,
4.40,834845345#1,834845345#1_0,0_1,62.9217314972,23.3043449980
4.40,834845345#1,834845345#1_1,,,
4.40,gneE17,gneE17_0,0_2,17.0639636043,15.3191167023
4.50,115872656#5,115872656#5_0,,,
4.50,115872656#5,115872656#5_1,0_0,10.4874149928,22.4438699970
4.50,115872656#5,115872656#5_2,,,
4.50,834845345#1,834845345#1_0,0_1,65.2521659970,23.3043449979
4.50,834845345#1,834845345#1_1,,,
4.50,gneE17,gneE17_0,0_2,18.5940868345,15.2833479019
4.60,115872656#5,115872656#5_0,,,
4.60,115872656#5,115872656#5_1,0_0,12.7318019925,22.4438699970
4.60,115872656#5,115872656#5_2,,,
4.60,834845345#1,834845345#1_0,0_1,67.5826004968,23.3043449979
4.60,834845345#1,834845345#1_1,,,
4.60,gneE17,gneE17_0,0_2,20.1205959442,15.2468342919
4.70,115872656#5,115872656#5_0,,,
4.70,115872656#5,115872656#5_1,0_0,14.9761889921,22.4438699969
4.70,115872656#5,115872656#5_2,,,
4.70,834845345#1,834845345#1_0,0_1,69.9130349965,23.3043449978
4.70,834845345#1,834845345#1_1,,,
4.70,gneE17,gneE17_0,0_2,21.6434536929,15.2103206819
4.80,115872656#5,115872656#5_0,,,
4.80,115872656#5,115872656#5_1,0_0,17.2205759918,22.4438699969
4.80,115872656#5,115872656#5_2,,,
4.80,834845345#1,834845345#1_0,0_1,72.2434694963,23.3043449977
4.80,834845345#1,834845345#1_1,,,
4.80,gneE17,gneE17_0,0_2,23.1626600806,15.1738070719
4.90,115872656#4,115872656#4_0,0_3,0.0000000000,25.5415799997
4.90,115872656#4,115872656#4_1,,,
4.90,115872656#5,115872656#5_0,,,
4.90,115872656#5,115872656#5_1,0_0,19.4649629915,22.4438699968
4.90,115872656#5,115872656#5_2,,,
4.90,834845345#1,834845345#1_0,0_1,74.5739039961,23.3043449977
4.90,834845345#1,834845345#1_1,,,
4.90,gneE17,gneE17_0,0_2,24.6781702860,15.1363970361
5.00,115872656#4,115872656#4_0,0_3,2.5541580000,25.5415799996
5.00,115872656#4,115872656#4_1,,,
5.00,115872656#5,115872656#5_0,,,
5.00,115872656#5,115872656#5_1,0_0,21.7093499912,22.4438699968
5.00,115872656#5,115872656#5_2,,,
5.00,834845345#1,834845345#1_0,0_1,76.9043384959,23.3043449976
5.00,834845345#1,834845345#1_1,,,
5.00,gneE17,gneE17_0,0_2,26.1899394878,15.0989870003
5.10,115872656#4,115872656#4_0,0_3,5.1083159999,25.5415799994
5.10,115872656#4,115872656#4_1,,,
5.10,115872656#5,115872656#5_0,,,
5.10,115872656#5,115872656#5_1,0_0,23.9537369909,22.4438699967
5.10,115872656#5,115872656#5_2,,,
5.10,834845345#1,834845345#1_0,0_1,79.2347729956,23.3043449976
5.10,834845345#1,834845345#1_1,,,
5.10,gneE17,gneE17_0,0_2,27.6979676860,15.0615769645
5.20,115872656#4,115872656#4_0,0_3,7.6624739998,25.5415799993
5.20,115872656#4,115872656#4_1,,,
5.20,115872656#5,115872656#5_0,,,
5.20,115872656#5,115872656#5_1,0_0,26.1981239906,22.4438699967
5.20,115872656#5,115872656#5_2,,,
5.20,834845345#1,834845345#1_0,0_1,81.5652074954,23.3043449975
5.20,834845345#1,834845345#1_1,,,
5.20,gneE17,gneE17_0,0_2,29.2022018047,15.0231054085
5.30,:6018664066_0,:6018664066_0_0,,,
5.30,:6018664066_0,:6018664066_0_1,0_0,0.6925109902,22.4438699966
5.30,:6018664066_0,:6018664066_0_2,,,
5.30,115872656#4,115872656#4_0,0_3,10.2166319998,25.5415799991
5.30,115872656#4,115872656#4_1,,,
5.30,834845345#1,834845345#1_0,0_1,83.8956419951,23.3043449974
5.30,834845345#1,834845345#1_1,,,
5.30,gneE17,gneE17_0,0_2,30.7025887677,14.9846338524
5.40,:6018664066_0,:6018664066_0_0,,,
5.40,:6018664066_0,:6018664066_0_1,0_0,2.9368979899,22.4438699966
5.40,:6018664066_0,:6018664066_0_2,,,
5.40,115872656#4,115872656#4_0,0_3,12.7707899997,25.5415799990
5.40,115872656#4,115872656#4_1,,,
5.40,834845345#1,834845345#1_0,0_1,86.2260764949,23.3043449974
5.40,834845345#1,834845345#1_1,,,
5.40,gneE17,gneE17_0,0_2,32.1991285751,14.9461622963
5.50,:6018664066_0,:6018664066_0_0,,,
5.50,:6018664066_0,:6018664066_0_1,0_0,5.1812849895,22.4438699965
5.50,:6018664066_0,:6018664066_0_2,,,
5.50,115872656#4,115872656#4_0,0_3,15.3249479996,25.5415799989
5.50,115872656#4,115872656#4_1,,,
5.50,834845345#1,834845345#1_0,0_1,88.5565109946,23.3043449973
5.50,834845345#1,834845345#1_1,,,
5.50,gneE17,gneE17_0,0_2,33.6917591276,14.9064487523
5.60,:6018664066_0,:6018664066_0_0,,,
5.60,:6018664066_0,:6018664066_0_1,0_0,7.4256719892,22.4438699965
5.60,:6018664066_0,:6018664066_0_2,,,
5.60,115872656#4,115872656#4_0,0_3,17.8791059995,25.5415799987
5.60,115872656#4,115872656#4_1,,,
5.60,834845345#1,834845345#1_0,0_1,90.8869454943,23.3043449973
5.60,834845345#1,834845345#1_1,,,
5.60,gneE17,gneE17_0,0_2,35.1804183256,14.8667352083
5.70,:6018664066_0,:6018664066_0_0,,,
5.70,:6018664066_0,:6018664066_0_1,0_0,9.6700589888,22.4438699965
5.70,:6018664066_0,:6018664066_0_2,,,
5.70,115872656#4,115872656#4_0,0_3,20.4332639993,25.5415799986
5.70,115872656#4,115872656#4_1,,,
5.70,834845345#1,834845345#1_0,0_1,93.2173799940,23.3043449972
5.70,834845345#1,834845345#1_1,,,
5.70,gneE17,gneE17_0,0_2,36.6651061692,14.8270216643
5.80,115872656#4,115872656#4_0,0_3,22.9874219992,25.5415799985
5.80,115872656#4,115872656#4_1,,,
5.80,115872656#6,115872656#6_0,,,
5.80,115872656#6,115872656#6_1,0_0,0.3344459885,22.4438699964
5.80,115872656#6,115872656#6_2,,,
5.80,834845345#1,834845345#1_0,0_1,95.5478144938,23.3043449971
5.80,834845345#1,834845345#1_1,,,
5.80,gneE17,gneE17_0,0_2,38.1457506595,14.7858681417
5.90,115872656#4,115872656#4_0,0_3,25.5415799990,25.5415799983
5.90,115872656#4,115872656#4_1,,,
5.90,115872656#6,115872656#6_0,,,
5.90,115872656#6,115872656#6_1,0_0,2.5788329881,22.4438699964
5.90,115872656#6,115872656#6_2,,,
5.90,834845345#1,834845345#1_0,0_1,97.8782489935,23.3043449971
5.90,834845345#1,834845345#1_1,,,
5.90,gneE17,gneE17_0,0_2,39.6222797976,14.7447146191
6.00,115872656#4,115872656#4_0,0_3,28.0957379988,25.5415799982
6.00,115872656#4,115872656#4_1,,,
6.00,115872656#6,115872656#6_0,,,
6.00,115872656#6,115872656#6_1,0_0,4.8232199878,22.4438699963
6.00,115872656#6,115872656#6_2,,,
6.00,834845345#1,834845345#1_0,0_1,100.2086834932,23.3043449970
6.00,834845345#1,834845345#1_1,,,
6.00,gneE17,gneE17_0,0_2,41.0946935834,14.7035610965
6.10,115872656#4,115872656#4_0,0_3,30.6498959986,25.5415799981
6.10,115872656#4,115872656#4_1,,,
6.10,115872656#6,115872656#6_0,,,
6.10,115872656#6,115872656#6_1,0_0,7.0676069874,22.4438699963
6.10,115872656#6,115872656#6_2,,,
6.10,834845345#1,834845345#1_0,0_1,102.5391179929,23.3043449970
6.10,834845345#1,834845345#1_1,,,
6.10,gneE17,gneE17_0,0_2,42.5629091204,14.6607496442
6.20,115872656#4,115872656#4_0,0_3,33.2040539984,25.5415799979
6.20,115872656#4,115872656#4_1,,,
6.20,115872656#6,115872656#6_0,,,
6.20,115872656#6,115872656#6_1,0_0,9.3119939870,22.4438699962
6.20,115872656#6,115872656#6_2,,,
6.20,834845345#1,834845345#1_0,0_1,104.8695524926,23.3043449969
6.20,834845345#1,834845345#1_1,,,
6.20,gneE17,gneE17_0,0_2,44.0268435122,14.6179381920
6.30,115872656#4,115872656#4_0,0_3,35.7582119982,25.5415799978
6.30,115872656#4,115872656#4_1,,,
6.30,115872656#6,115872656#6_0,,,
6.30,115872656#6,115872656#6_1,0_0,11.5563809866,22.4438699962
6.30,115872656#6,115872656#6_2,,,
6.30,834845345#1,834845345#1_0,0_1,107.1999869923,23.3043449969
6.30,834845345#1,834845345#1_1,,,
6.30,gneE17,gneE17_0,0_2,45.4864967588,14.5751267397
6.40,115872656#4,115872656#4_0,0_3,38.3123699980,25.5415799977
6.40,115872656#4,115872656#4_1,,,
6.40,115872656#6,115872656#6_0,,,
6.40,115872656#6,115872656#6_1,0_0,13.8007679862,22.4438699961
6.40,115872656#6,115872656#6_2,,,
6.40,834845345#1,834845345#1_0,0_1,109.5304214920,23.3043449968
6.40,834845345#1,834845345#1_1,,,
6.40,gneE17,gneE17_0,0_2,46.9417739301,14.5304166873
6.50,115872656#4,115872656#4_0,0_4,0.0000000000,19.7953950000
6.50,115872656#4,115872656#4_0,0_3,40.8665279978,25.5415799975
6.50,115872656#4,115872656#4_1,,,
6.50,115872656#6,115872656#6_0,,,
6.50,115872656#6,115872656#6_1,0_0,16.0451549859,22.4438699961
6.50,115872656#6,115872656#6_2,,,
6.50,834845345#1,834845345#1_0,0_1,111.8608559916,23.3043449968
6.50,834845345#1,834845345#1_1,,,
6.50,gneE17,gneE17_0,0_2,48.3925800962,14.4857066349
6.60,115872656#4,115872656#4_0,0_3,43.4206859975,25.5415799974
6.60,115872656#4,115872656#4_1,0_4,1.9794797370,19.7941997403
6.60,115872656#6,115872656#6_0,,,
6.60,115872656#6,115872656#6_1,0_0,18.2895419855,22.4438699960
6.60,115872656#6,115872656#6_2,,,
6.60,834845345#1,834845345#1_0,0_1,114.1912904913,23.3043449967
6.60,834845345#1,834845345#1_1,,,
6.60,gneE17,gneE17_0,0_2,49.8389152571,14.4409965825
6.70,115872656#4,115872656#4_0,0_3,45.9748439973,25.5415799973
6.70,115872656#4,115872656#4_1,0_4,3.9588399481,19.7930044805
6.70,115872656#6,115872656#6_0,,,
6.70,115872656#6,115872656#6_1,0_0,20.5339289851,22.4438699960
6.70,115872656#6,115872656#6_2,,,
6.70,834845345#1,834845345#1_0,0_1,116.5217249910,23.3043449967
6.70,834845345#1,834845345#1_1,,,
6.70,gneE17,gneE17_0,0_2,51.2806711575,14.3941214249
6.80,115872656#4,115872656#4_0,0_3,48.5290019970,25.5415799972
6.80,115872656#4,115872656#4_1,0_4,5.9380806331,19.7918092208
6.80,115872656#6,115872656#6_0,,,
6.80,115872656#6,115872656#6_1,0_0,22.7783159847,22.4438699960
6.80,115872656#6,115872656#6_2,,,
6.80,834845345#1,834845345#1_0,0_1,118.8521594906,23.3043449966
6.80,834845345#1,834845345#1_1,,,
6.80,gneE17,gneE17_0,0_2,52.7177395421,14.3472462673
6.90,115872656#4,115872656#4_0,0_3,51.0831599967,25.5415799970
6.90,115872656#4,115872656#4_1,0_4,7.9172017922,19.7906139610
6.90,115872656#6,115872656#6_0,,,
6.90,115872656#6,115872656#6_1,0_0,25.0227029843,22.4438699959
6.90,115872656#6,115872656#6_2,,,
6.90,834845345#1,834845345#1_0,0_1,121.1825939903,23.3043449966
6.90,834845345#1,834845345#1_1,,,
6.90,gneE17,gneE17_0,0_2,54.1501204110,14.3003711097
7.00,115872656#4,115872656#4_0,0_3,53.6373179964,25.5415799969
7.00,115872656#4,115872656#4_1,0_4,9.8962034253,19.7894187013
7.00,115872656#6,115872656#6_0,,,
7.00,115872656#6,115872656#6_1,0_0,27.2670899838,22.4438699959
7.00,115872656#6,115872656#6_2,,,
7.00,834845345#1,834845345#1_0,0_1,123.5130284899,23.3043449965
7.00,834845345#1,834845345#1_1,,,
7.00,gneE17,gneE17_0,0_2,55.5776907166,14.2510350033
7.10,:gneJ26_1,:gneJ26_1_0,0_0,0.1814769834,22.4438699958
7.10,:gneJ26_1,:gneJ26_1_1,,,
7.10,115872656#4,115872656#4_0,0_3,56.1914759961,25.5415799968
7.10,115872656#4,115872656#4_1,0_4,11.8750855325,19.7882234415
7.10,834845345#1,834845345#1_0,0_1,125.8434629896,23.3043449964
7.10,834845345#1,834845345#1_1,,,
7.10,gneE17,gneE17_0,0_2,57.0003274116,14.2016988968
7.20,:gneJ26_1,:gneJ26_1_0,0_0,2.4258639830,22.4438699958
7.20,:gneJ26_1,:gneJ26_1_1,,,
7.20,115872656#4,115872656#4_0,0_3,58.7456339957,25.5415799967
7.20,115872656#4,115872656#4_1,0_4,13.8538481136,19.7870281818
7.20,834845345#1,834845345#1_0,0_1,128.1738974892,23.3043449964
7.20,834845345#1,834845345#1_1,,,
7.20,gneE17,gneE17_0,0_2,58.4180304960,14.1523627904
7.30,:gneJ26_1,:gneJ26_1_0,0_0,4.6702509826,22.4438699958
7.30,:gneJ26_1,:gneJ26_1_1,,,
7.30,115872656#4,115872656#4_0,0_3,61.2997919954,25.5415799966
7.30,115872656#4,115872656#4_1,0_4,15.8325561871,19.7871332876
7.30,834845345#1,834845345#1_0,0_1,130.5043319889,23.3043449964
7.30,834845345#1,834845345#1_1,,,
7.30,gneE17,gneE17_0,0_2,59.8306604672,14.1002366336
7.40,:gneJ26_1,:gneJ26_1_0,0_0,6.9146379822,22.4438699957
7.40,:gneJ26_1,:gneJ26_1_1,,,
7.40,115872656#4,115872656#4_0,0_3,63.8347369653,25.1573194016
7.40,115872656#4,115872656#4_1,0_4,17.8112747711,19.7872383933
7.40,834845345#1,834845345#1_0,0_1,132.8347664885,23.3043449963
7.40,834845345#1,834845345#1_1,,,
7.40,gneE17,gneE17_0,0_2,61.2380778227,14.0481104768
7.50,:gneJ26_1,:gneJ26_1_0,0_0,9.1590249817,22.4438699957
7.50,:gneJ26_1,:gneJ26_1_1,,,
7.50,115872656#4,115872656#4_0,0_3,66.3312558757,24.7730588067
7.50,115872656#4,115872656#4_1,0_4,19.7900038658,19.7873434991
7.50,834845345#1,834845345#1_0,0_1,135.1652009881,23.3043449963
7.50,834845345#1,834845345#1_1,,,
7.50,gneE17,gneE17_0,0_2,62.6402825625,13.9959843200
7.60,:6018664060_0,:6018664060_0_0,0_3,0.5893487266,24.3887982117
7.60,:6018664060_0,:6018664060_0_1,,,
7.60,:6018664060_0,:6018664060_0_2,,,
7.60,:gneJ26_1,:gneJ26_1_0,0_0,11.4034119813,22.4438699956
7.60,:gneJ26_1,:gneJ26_1_1,,,
7.60,115872656#4,115872656#4_0,,,
7.60,115872656#4,115872656#4_1,0_4,21.7687434710,19.7874486049
7.60,834845345#1,834845345#1_0,0_1,137.4956354878,23.3043449962
7.60,834845345#1,834845345#1_1,,,
7.60,gneE17,gneE17_0,0_2,64.0371168487,13.9407014029
7.70,:6018664060_0,:6018664060_0_0,0_3,3.0096088342,24.0164039404
7.70,:6018664060_0,:6018664060_0_1,,,
7.70,:6018664060_0,:6018664060_0_2,,,
7.70,:gneJ26_1,:gneJ26_1_0,0_0,13.6477989809,22.4438699956
7.70,:gneJ26_1,:gneJ26_1_1,,,
7.70,115872656#4,115872656#4_0,,,
7.70,115872656#4,115872656#4_1,0_4,23.7474935867,19.7875537107
7.70,834845345#1,834845345#1_0,0_1,139.8260699874,23.3043449962
7.70,834845345#1,834845345#1_1,,,
7.70,gneE17,gneE17_0,0_2,65.4284228431,13.8854184857
7.80,:6018664060_0,:6018664060_0_0,0_3,5.3926295147,23.6440096691
7.80,:6018664060_0,:6018664060_0_1,,,
7.80,:6018664060_0,:6018664060_0_2,,,
7.80,115872656#4,115872656#4_0,,,
7.80,115872656#4,115872656#4_1,0_4,25.7262542131,19.7876588165
7.80,834845345#1,834845345#1_0,0_1,142.1565044870,23.3043449961
7.80,834845345#1,834845345#1_1,,,
7.80,gneE17,gneE17_0,0_2,66.8142005458,13.8301355686
7.80,gneE22,gneE22_0,0_0,1.3521859804,22.4438699956
7.80,gneE22,gneE22_1,,,
7.90,:6018664060_0,:6018664060_0_0,0_3,7.7384107681,23.2716153978
7.90,:6018664060_0,:6018664060_0_1,,,
7.90,:6018664060_0,:6018664060_0_2,,,
7.90,115872656#4,115872656#4_0,,,
7.90,115872656#4,115872656#4_1,0_4,27.7050253500,19.7877639222
7.90,834845345#1,834845345#1_0,0_1,144.4869389866,23.3043449961
7.90,834845345#1,834845345#1_1,,,
7.90,gneE17,gneE17_0,0_2,68.1942716641,13.7712867959
7.90,gneE22,gneE22_0,0_0,3.5965729800,22.4438699955
7.90,gneE22,gneE22_1,,,
8.00,:6018664060_0,:6018664060_0_0,0_3,10.0430723078,22.8216153978
8.00,:6018664060_0,:6018664060_0_1,,,
8.00,:6018664060_0,:6018664060_0_2,,,
8.00,115872656#4,115872656#4_0,,,
8.00,115872656#4,115872656#4_1,0_4,29.6838065354,19.7878597855
8.00,834845345#1,834845345#1_0,0_1,146.8173734862,23.3043449960
8.00,834845345#1,834845345#1_1,,,
8.00,gneE17,gneE17_0,0_2,69.5684579050,13.7124380232
8.00,gneE22,gneE22_0,0_0,5.8409599795,22.4438699955
8.00,gneE22,gneE22_1,,,
8.10,:6018664060_0,:6018664060_0_0,0_3,12.3027338476,22.3716153978
8.10,:6018664060_0,:6018664060_0_1,,,
8.10,:6018664060_0,:6018664060_0_2,,,
8.10,115872656#4,115872656#4_0,0_5,0.0000000000,20.5821150000
8.10,115872656#4,115872656#4_1,0_4,31.6625973071,19.7879556488
8.10,834845345#1,834845345#1_0,0_1,149.1478079858,23.3043449960
8.10,834845345#1,834845345#1_1,,,
8.10,gneE17,gneE17_0,0_2,70.9367592687,13.6535892505
8.10,gneE22,gneE22_0,0_0,8.0853469791,22.4438699954
8.10,gneE22,gneE22_1,,,
8.20,:6018664060_0,:6018664060_0_0,0_3,14.5173953874,21.9216153978
8.20,:6018664060_0,:6018664060_0_1,,,
8.20,:6018664060_0,:6018664060_0_2,,,
8.20,115872656#4,115872656#4_0,0_5,2.0578198702,20.5742824042
8.20,115872656#4,115872656#4_1,0_4,33.6413976652,19.7880515120
